Industry_Type,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage,Continent
Energy,china,2017,135.21,838.89,24.21,184.91,7.12,14.49,567.25,17105.97,36.51,21.75,-0.89,-3.28,Asia
Energy,india,2009,262.11,508.92,68,66.58,23.06,15.04,366.41,17390.26,47.55,77.25,12.12,-4.18,Asia
Energy,china,2002,292.34,620.25,3.56,115.25,19.41,9.51,1372.97,22104.56,36.02,93.47,-5.11,8.39,Asia
Mining,china,2004,30.07,169.71,59.31,93.31,8.01,10.95,1366.67,16278.13,90.17,74.76,-6.35,-2.24,Asia
Manufacturing,india,2011,24.96,614.72,75.72,98.91,10.06,15.53,1141.72,8405.34,99.5,27.64,8.66,6.98,Asia
Energy,china,2019,71.52,173.67,11.11,70.74,30.17,6.65,795.39,14741.4,69.07,48.56,8.58,7.47,Asia
Energy,india,2001,268.66,141.62,49.13,20.31,45.98,2.9,873.06,11050.07,20.93,73.21,14.96,4.03,Asia
Manufacturing,china,2009,19.57,813.01,60.5,88.59,1.05,3.37,855.61,20918.91,62.83,57.74,10.74,3.93,Asia
Energy,china,2008,51.23,752.22,57.85,54.92,35.26,17.17,1473.34,2028.33,38.61,71.98,-2.32,-1.13,Asia
Construction,india,2018,201.75,43.13,98.73,77.05,29.91,5.66,512.26,21107.4,70.02,65.63,-2.66,0.5,Asia
Energy,china,2018,170.11,405.82,37.5,107.94,23.37,9.46,734.44,15405.97,84.54,1.96,11.73,0.96,Asia
Construction,india,2003,160.84,186.04,57.19,138.11,0.1,17.34,1301.06,22985.54,94.2,23.46,6.93,2.52,Asia
Mining,china,2004,274.23,275.82,95.65,68.52,13.37,17.89,261.84,12530.99,39.98,1.39,14.22,9.91,Asia
Manufacturing,china,2012,192.83,293.22,87.3,172.19,43.2,4.87,62.37,14658.28,96.46,75.35,-3.43,9.46,Asia
Manufacturing,india,2015,168.61,595.66,1.77,134.96,36.11,14.85,1324.91,16957.32,55.41,71.55,-1.5,2.81,Asia
Mining,china,2022,58.03,910.77,89.25,167.91,49.97,19.52,62.44,15663.23,49.69,38.03,9.5,4.14,Asia
Energy,china,2000,56.36,918.39,38.47,179.09,41.57,6.63,1439.91,10020.27,46.41,63.76,-3.68,0.81,Asia
Mining,india,2013,271.99,541.91,36.96,133.04,46.41,7.56,430.88,7180.66,68.54,90.02,-9.16,8.34,Asia
Manufacturing,china,2006,164.56,720.15,94.34,64.75,20.8,13.19,291.69,3371.99,82.68,57.23,13.77,8,Asia
Mining,india,2011,296.94,743.43,83.3,171.82,11.79,12.45,807.99,19063.59,70.8,76.7,-8.3,1.86,Asia
Mining,india,2001,185.65,920.5,51.55,160.06,18.04,4.62,1109.65,13316.43,20.58,55.43,-5.15,4.94,Asia
Construction,india,2019,274.11,855.51,6.39,99.57,18.45,6.79,1125.66,17786.99,67.02,61.86,-4.58,6.55,Asia
Mining,india,2022,3,644.35,27.14,22.25,29.42,10.71,140.17,14867.41,56.93,48.08,10.06,7.51,Asia
Mining,india,2022,266.02,243.68,9.3,133.93,47.71,8.38,270.26,14439.32,88.67,11.76,-8.85,6.77,Asia
Energy,china,2014,143.11,90.89,17.77,48.43,35.46,4.27,702.6,6250.41,51.5,70.42,14.56,8.1,Asia
Construction,china,2012,72.45,202.75,41.54,138.3,47.64,18.94,1263.99,16387.19,85.86,84.68,14.81,5.05,Asia
Construction,china,2013,160.58,121.95,98.46,148.6,6.93,8.83,150.32,5960.88,94.46,31.88,13.4,-4.19,Asia
Energy,india,2016,294.69,933.72,14.79,153.07,2.23,4.12,1281.7,357.95,59.68,34.19,7.16,-0.18,Asia
Manufacturing,china,2020,43.49,507.36,95.06,148.04,6.01,7.39,599.79,2968.68,43.41,38.85,-6.78,-3.74,Asia
Manufacturing,china,2002,292.09,977.24,25.53,195.03,21.41,11.68,848.91,9293.69,91.66,70.46,12.1,8.6,Asia
Energy,india,2002,144.97,963.85,65.88,103.73,22.12,13,1252.98,1310.16,39.6,72.43,1.65,0.32,Asia
Construction,china,2021,57.01,179.84,17.77,33.97,5.53,9.95,1425.56,6791.21,98.05,76.67,4.15,8.29,Asia
Energy,china,2007,109.48,661.46,38.27,45.74,9.32,0.39,1200.97,6123.07,46.03,49.02,3.65,9.25,Asia
Mining,china,2021,179.49,714.16,20.37,100.82,44.59,17.32,831.43,13289.94,45.48,9.6,11.67,5.61,Asia
Construction,india,2014,7.97,310.56,71.27,190.16,26.84,3.2,97.77,22322.49,78.78,11.31,-9.31,7.91,Asia
Mining,india,2006,168.98,179.56,5.79,67.84,2.04,3.18,1480.54,14057.74,74.42,88.17,3.76,5.35,Asia
Energy,china,2020,202.14,101.72,24.07,65.9,9.82,5.24,246.87,6393.89,38.94,96.62,4.34,-2.36,Asia
Manufacturing,china,2012,113.28,254.05,49.76,90.36,48.64,2.13,326.99,5794.75,75.56,79.09,5.1,9.91,Asia
Construction,china,2003,183.34,46.85,73.09,9.31,47.51,6.55,1328.87,22159.5,20.18,0.42,14.7,-3.57,Asia
Construction,china,2015,265.27,244.33,57.37,125.49,27.13,5.37,705.58,2195.06,26.24,66.19,14.64,5.12,Asia
Construction,china,2014,134.89,566.12,38.86,34.3,41.36,12.03,1213.75,5722.65,54.02,73.64,12.37,-1.92,Asia
Energy,china,2022,140.16,495.82,40.37,110.43,20.99,17.13,283,833.44,75.78,78.91,11.33,-4.39,Asia
Manufacturing,india,2019,278.78,813.51,12.44,99.67,48.61,5.57,769.58,3973.68,29.17,98.85,-4.23,0.95,Asia
Manufacturing,india,2014,201.61,33.93,63.89,18.83,37.82,1.63,90.49,3214.33,96.71,65.84,5.74,-2.89,Asia
Manufacturing,india,2013,86.97,663.53,26.57,72.31,43.59,0.79,1398.26,6924.78,97.01,83.85,10.7,4.14,Asia
Mining,india,2008,56.89,82.28,6.88,175.69,45.5,7.57,915.98,3246.23,25.04,74.46,-7.36,2.99,Asia
Energy,china,2002,12.59,35.59,3.67,163.12,8.26,13.29,1323.84,11414.44,79.38,11.33,0.97,1.92,Asia
Manufacturing,china,2006,180.81,29.25,91.74,103.15,3.34,9.27,928.39,10563.63,90.15,67.72,-0.84,8.65,Asia
Mining,india,2021,128.09,658.34,9.38,133.26,29.43,7.53,583.95,2887.44,83.43,6.1,-0.08,5.97,Asia
Construction,india,2012,93.29,462.82,27.78,18.07,38.07,18.3,334.07,6919.45,39.87,27.07,14.33,9.31,Asia
Manufacturing,china,2002,139.73,639.94,77.23,93.99,14.94,0.57,867.26,15503.99,52.27,36.26,8.9,-4.9,Asia
Manufacturing,china,2008,14.07,135.4,23.78,188.04,15.42,14.96,1431.42,22920.81,80.04,80.77,11.86,1.54,Asia
Mining,china,2001,24.02,67.04,42.17,182.89,30.25,5.83,1313.23,2793.52,27.33,85.31,1.33,-4.35,Asia
Mining,india,2021,133.87,617.67,80.99,109.21,26.67,6.08,618.22,6611.95,72.98,77.29,13.49,5.6,Asia
Mining,china,2022,171.56,9.92,32.01,141.56,35.74,4.04,952,19563.03,31.63,62.4,13.28,-1.51,Asia
Mining,india,2013,261.09,460.84,52.63,49.32,48.97,10.82,672.53,2240.65,59.83,5.64,-9.17,8.91,Asia
Energy,china,2005,100.19,911.7,61.78,97.57,6.77,9.58,84.46,3649.65,38.4,96.68,1.03,1.14,Asia
Mining,india,2006,171.03,495.42,51.71,166.88,39.89,0.53,1255.23,1205.45,75.74,69.3,14.16,-0.81,Asia
Manufacturing,india,2014,145.25,458.54,95.81,116.26,3.72,8.63,1367.86,19954.69,95.2,78.98,-1.21,0.43,Asia
Energy,india,2020,289.67,769.79,16.77,74.33,21.2,19.51,882.7,6776.34,95.77,10.28,-1.91,-1.68,Asia
Construction,china,2004,35.64,717.33,53.11,6.88,3.98,3.55,600.62,8907.15,89.99,11.51,8.49,4.34,Asia
Manufacturing,india,2012,40.42,496.84,78.98,99.1,34.05,11.68,251.83,280.95,75.88,38.99,-8.24,3.69,Asia
Construction,china,2016,71.75,294.01,73.66,187.31,31.95,3.08,407.47,3453.23,39.66,61.18,9.06,0.24,Asia
Construction,china,2007,172.04,497.23,84.82,128.43,8.27,7.66,62.55,9056.26,77.06,11.07,7.87,4.4,Asia
Construction,china,2001,64.3,188.05,31.98,48.08,19.76,15.07,890.12,24765.06,75.82,12.09,-7.44,-0.7,Asia
Mining,china,2009,11.09,67.41,34.25,178.27,2.45,2.37,997.02,21221.4,75.54,56.47,9.98,-3.06,Asia
Mining,india,2008,200.55,963.75,35.84,121.85,8.16,14.01,398.83,7253.98,47.52,30.48,1.04,2.09,Asia
Mining,india,2004,271.04,204.44,66.81,65.56,48.08,14.62,501.95,10822.91,66.42,10.64,-8.41,6.53,Asia
Manufacturing,china,2022,83.51,799.1,1.98,63.48,45.91,0.7,1221.98,2488.32,67.34,66.99,2.84,-1.35,Asia
Manufacturing,india,2017,128.39,411.54,37.14,41.41,37.55,15.64,1413.13,6493.72,72.4,45.91,4.32,3.43,Asia
Manufacturing,china,2022,61.04,918.48,70.46,59.37,33.77,13.18,701.3,9801.26,71.71,81.2,10.75,3.18,Asia
Manufacturing,india,2010,156.64,861.96,2.41,89.76,40.01,2.53,804.17,17371.05,30.61,58.35,2.82,5.44,Asia
Manufacturing,china,2001,158.89,341.59,73.21,101.19,30.43,7.18,1117.22,16829.48,52.32,51.42,-4.99,-1.03,Asia
Manufacturing,india,2022,17.56,401.51,63.84,180.2,17.2,2.44,241.47,24394.29,60.95,51.67,-3.97,5.67,Asia
Manufacturing,india,2005,157.59,470.93,42.14,63.64,25.63,7.22,1099.74,9896.77,58.01,91.23,3.29,4.21,Asia
Manufacturing,china,2003,94.56,995.16,52.93,64.87,24.37,5.4,111.98,24943.91,68.56,22.34,12.49,-3.16,Asia
Construction,india,2012,188,897.98,50.74,190.37,0.51,14.93,713.49,20372.95,37.6,35.47,-3.06,-3.94,Asia
Manufacturing,india,2020,121.02,808.01,74.73,41.57,6.28,12.69,487.59,15589.7,30.87,90.33,11.28,9.38,Asia
Construction,india,2005,103.79,300.16,69.92,134.02,6.44,13.5,308.48,15478.16,28.66,43.04,-9.15,-1.6,Asia
Construction,india,2004,3.51,663.05,67.81,8.18,12.15,8.69,958.85,24776.41,45.87,7.19,8.2,2.51,Asia
Energy,india,2022,285.7,452.94,84.6,149.09,14.77,6.08,885.58,16664.86,47.88,15.37,4.67,7.41,Asia
Manufacturing,china,2011,289.38,149.2,10.95,167.73,10.25,18.48,361.77,13825.86,92.23,84.04,10.86,1.86,Asia
Energy,india,2003,97.71,794.85,86.68,67.57,8.82,9.26,517.89,22145.5,88.91,44.98,-0.85,0.7,Asia
Energy,china,2022,228.48,939.74,70.99,95.53,9.03,11.15,1144.73,17627.13,60.26,30.45,-3.08,-2.21,Asia
Energy,china,2011,163.13,268.61,41.07,94.91,24.69,10.86,492.48,15216.2,32.82,71.75,-9.67,3.19,Asia
Energy,china,2005,288.84,340.92,26.34,90.91,20.59,8.66,119.89,24129.64,34.49,21.97,-2.69,3.16,Asia
Mining,china,2018,202.62,281.59,99.84,63.44,5.98,1.62,799.15,12546.5,75.81,67.13,9.52,0.03,Asia
Construction,china,2014,195,576.89,14.75,3.39,31.03,14.34,1390.22,19233.8,39.45,63.36,3.78,3.16,Asia
Mining,china,2005,104,216.78,49.02,43.48,42.39,14.19,1219.3,14642.03,33.86,56.25,-0.01,9.02,Asia
Manufacturing,india,2013,9.42,133.75,8.44,25.23,8.65,17.28,1064.56,20392.47,71.38,13.54,-9.49,5.02,Asia
Mining,china,2002,166.97,930.95,44.29,173.27,25.05,4.09,1490.82,16374.41,71.88,38.4,-8.63,7.02,Asia
Manufacturing,china,2009,293.46,336.4,58.8,31.11,27.59,0.22,610.55,8176.88,38.64,16.42,0.8,7.39,Asia
Construction,india,2001,186.1,587.12,78.29,120.76,40.54,19.68,1121.49,15599.39,27.4,17.75,2.52,-4.52,Asia
Mining,china,2006,169.3,555.03,66.72,192.72,9.31,9.08,315.08,19077.25,33.94,99.77,13.62,6.44,Asia
Manufacturing,india,2011,288.78,434.79,91.04,97.06,35.49,6.83,1242.49,15136,92.91,44.93,-4.65,9.97,Asia
Construction,china,2000,161.38,169.39,17.6,61.57,49.85,11.56,1302.45,13152.71,21.91,55.06,-7.8,9.3,Asia
Energy,china,2010,298.57,554.55,42.83,2.8,12.65,8.67,852.8,20128.28,38.62,94.19,10.14,-0.66,Asia
Manufacturing,india,2001,230.97,529.61,1.32,25.77,36.12,16.08,837.93,23664.43,64.24,8.08,4.44,2.43,Asia
Energy,china,2010,274.95,676.89,7.92,25,7.33,3.06,829.49,18253.8,35.75,93.64,-8.84,-1.72,Asia
Energy,china,2022,119.64,780.34,37.52,19.68,4.97,5.84,415.7,10107.27,97.02,9.01,-7.56,-3.8,Asia
Construction,india,2017,228.01,878.19,33.47,18.98,32.15,8.37,220.06,13457.88,87,0.06,-0.92,6.3,Asia
Manufacturing,china,2007,239.66,908.32,32.77,86.94,44.99,4.48,1255.73,11514.56,62.11,24.59,-5.79,6.73,Asia
Energy,india,2003,7.85,947.32,76.91,160.91,9.89,10.19,1121.04,15214.14,74.33,12.05,9.33,9.41,Asia
Mining,india,2010,132.34,513.48,53.39,115.47,18.81,15.16,1219.18,16150.58,27.61,35.75,-0.09,5.26,Asia
Mining,china,2009,231.68,270.52,80.12,76.29,1.94,1.07,265.05,20250.64,33.34,56.68,8.38,7.12,Asia
Energy,india,2006,298.66,217.5,93.64,154.29,43.9,16.25,1051.37,18351.25,32.3,5.73,8.39,9.56,Asia
Manufacturing,india,2022,194.15,910.96,95.54,18.85,35.26,2.2,113.4,2791.47,41.56,98.24,7,1.47,Asia
Construction,india,2020,242.2,792.63,19.28,125.28,45.39,13.08,890.15,7413.67,50.16,21.28,-0.11,-4.41,Asia
Construction,china,2007,244.22,255.85,21.43,127.98,10.13,17.1,764.12,9997.45,21.87,98.93,-1.41,-2.06,Asia
Construction,india,2000,290.89,746.51,97.21,158.66,31.64,15.71,128.25,2206.86,49.84,92.62,11.31,-2,Asia
Manufacturing,china,2012,235.04,527.41,96.25,6.35,22.38,15.99,32.29,9479.11,55.82,99.45,12.96,1.82,Asia
Energy,china,2005,155.31,976.11,30.59,3.75,46.15,1.01,35.27,16038.69,72.01,95.01,-0.81,1.73,Asia
Construction,china,2021,173.96,255.39,21.34,57.61,17.5,12.25,94.8,16188.11,21.43,30.87,-3.6,2.03,Asia
Construction,china,2005,168.79,682.52,5.8,182.9,0.74,13.41,255.53,10361.38,77.83,89.97,-3.98,7.09,Asia
Energy,india,2021,182.28,228.48,22.43,52.79,10.75,6.73,1302.35,1783.34,96.48,7.38,0.75,3.1,Asia
Construction,india,2009,111.7,43.83,12.2,65.9,29.88,10.27,819.01,18979.78,49.99,75.02,7.76,4.86,Asia
Mining,china,2022,1.87,224.53,30.01,2.24,3.61,2.45,935.52,15966.52,50.62,19.78,12.41,-2.21,Asia
Manufacturing,china,2002,193.18,622.03,16.01,130.64,14.45,7.81,1401.21,16693.98,97.14,5.14,8.51,-1.17,Asia
Energy,india,2016,149.77,991.95,35.7,55.4,21.25,6.98,1180.51,22210.82,30.82,68.81,13.84,2.7,Asia
Energy,china,2021,239.44,348.05,87.1,144.17,25.34,17.58,396.8,10949.56,74.95,76.88,11.27,8.45,Asia
Energy,china,2003,90.73,113.34,85.88,105.84,46.76,13,306.45,7317.03,87.76,8.38,3.55,-1.89,Asia
Construction,china,2018,12.26,518.42,48.85,110.04,40.71,1.27,1206.77,4838.8,62.11,23.6,-5.07,7.16,Asia
Construction,china,2013,85.72,934.61,92.13,197.23,38.62,5.14,332.65,16646,29.81,93.25,-7.13,6.81,Asia
Energy,china,2015,133.91,459.78,39.11,187.87,30.37,0.56,80.77,643.5,63.92,16.56,-4.39,-2.66,Asia
Mining,india,2017,143.76,288.17,58.42,73.18,3.43,7.62,156.69,17501.38,47.65,39.24,-1.37,-1.19,Asia
Construction,china,2013,146.78,163.12,96.98,169.9,32.97,13.44,782.37,17737.72,72.47,27.64,-8.66,0.34,Asia
Construction,china,2021,230.61,602.98,24.23,163.39,39.24,12.6,1434.19,14005.91,20.27,41.26,-8.41,1.14,Asia
Manufacturing,china,2014,274.38,336.53,53.51,110.09,16.7,1.84,698.49,21188.28,85.27,16,7.17,9.23,Asia
Mining,china,2013,165.71,807.52,67.13,197.23,46.03,9.51,807.56,15771.1,37.68,48.11,-1.13,7.14,Asia
Construction,china,2002,253.07,697.94,52.32,57.68,15.8,14.5,1064.92,10372.25,31.55,30.31,4.72,-0.65,Asia
Manufacturing,india,2018,277.18,832.06,60.81,185.62,0.35,14.89,124.13,16185.01,44.57,80.56,5.29,5.09,Asia
Mining,china,2020,280.28,730.94,40.61,117.85,49.7,11.95,580.98,11878.89,51.4,79.07,10.1,6.39,Asia
Construction,china,2008,204.3,774.9,39.7,108.8,21.35,12.28,25.52,7529.05,88.68,30.2,-3.02,5.31,Asia
Energy,india,2000,75.29,567.63,97.56,80.99,26.19,17.24,781.72,366.81,44.34,10.27,12.93,-1.61,Asia
Manufacturing,china,2002,258.92,777.23,49.12,171.94,21.27,12.33,1015.46,17664.48,57.82,75.5,10.75,9.92,Asia
Manufacturing,india,2004,196.02,299.21,44.79,140.45,5.68,4.96,322.82,8975.28,90.36,27.93,12.85,-2.1,Asia
Mining,china,2017,248.43,87.03,77.4,153.74,5.59,17.9,846.47,3056.31,23.89,90.14,-8.42,3.64,Asia
Mining,china,2018,235.44,206.42,89.41,148.79,36.44,6.81,73.05,24695.85,86.2,19.23,10.06,-3.65,Asia
Mining,china,2021,249.79,405.58,91.89,111.26,8.7,19.16,1487.91,8121.53,58.63,63.93,1.96,8.88,Asia
Mining,india,2016,196.25,667.19,72.16,8.07,28.99,1.15,1301.64,15213.89,92.94,83.18,0.52,4.93,Asia
Energy,india,2016,169.87,127.96,83.38,25.73,43.78,6.57,1235.64,21559.44,72.98,74.46,14.47,4.97,Asia
Energy,india,2011,132.56,444.89,15.2,180.67,4.87,1.56,1021.27,2151.18,45.85,85.06,-9.95,-0.84,Asia
Mining,india,2016,241.54,366.99,73.25,113.8,43.7,11.97,51.65,19039.12,31.39,43.76,7.3,-3.72,Asia
Manufacturing,india,2012,236.1,929.44,5.67,119.43,5.21,15.2,866.13,24341.03,80.85,90.5,12.22,7.67,Asia
Construction,india,2016,67.3,401.2,95.27,175.24,17.36,11.79,564.1,15266.74,75.26,64.69,6.21,-1.95,Asia
Energy,china,2003,78.56,772.49,72.95,102.62,41.6,3.49,608.12,860.2,28.89,15.36,12.71,-2.99,Asia
Energy,india,2006,77.86,369.67,26.48,123.53,40.99,11.88,546.64,12565.77,26.61,70.47,6.53,2.45,Asia
Mining,china,2021,118.5,374.7,47.73,159.81,30.22,1.88,284.64,11106.68,25.24,86.55,5.44,3.52,Asia
Construction,india,2003,186.64,374.05,12.62,158.7,18.96,3.85,299.83,8732.55,82.55,60.26,-8.25,3.39,Asia
Energy,india,2013,59.39,89.41,70.47,104.58,7.19,6.62,181.48,21658.53,48.94,75.21,-4.49,8.65,Asia
Energy,india,2003,213,260.12,92.25,124.78,28.19,3.08,393.51,6996.54,33.22,34.81,-6.54,4.55,Asia
Mining,india,2003,31.76,357.11,45.27,87.3,46.42,1.45,389.46,18207.88,76.02,24.75,14.18,4.89,Asia
Energy,china,2009,49.45,643.02,85.38,154.62,35.81,4.29,1193.66,14240.53,72.01,22.62,-0.2,8.9,Asia
Energy,india,2014,126.84,816.93,63.98,134.06,37.15,18.57,1042.53,4151.11,80.3,1.4,-5.32,0.96,Asia
Manufacturing,china,2009,212.76,798,8.26,48.31,3.91,7.29,742.03,5838.48,56.26,51.65,6.75,8.46,Asia
Manufacturing,india,2004,91.71,583.92,82.3,114.79,6.13,0.57,804.64,9702.98,59.26,66.64,2.78,-1.71,Asia
Mining,india,2021,58.21,894.66,73.82,124.83,1.68,15.31,1143.29,9099.49,70.09,9.2,2.26,6.23,Asia
Manufacturing,india,2013,139.98,147.71,79.69,116.75,2.4,19.74,1360.17,18328.89,78.11,6.11,-0.74,-0.45,Asia
Construction,china,2019,286.76,872.92,83.15,67.06,7.72,4.81,1313.55,20149.08,78.67,87.15,-7.04,9.26,Asia
Construction,india,2002,92.06,437.72,61.85,103.85,25.92,0.97,49.76,22970.49,20.96,5.49,0.82,3.3,Asia
Mining,china,2018,13.51,57.4,58.25,15.25,49.57,16.22,489.65,12098.58,34.6,75.94,0.86,-3.46,Asia
Energy,india,2009,171.6,787.52,37.84,21,1.02,14.96,1201.1,19160.41,96.37,77.44,7.41,3.84,Asia
Energy,china,2003,28.51,504.36,99.98,120.21,15.78,2.28,1236.05,16018.15,76.65,76.16,5.43,5.96,Asia
Mining,india,2019,248.93,670.62,19.26,21.62,35.16,10.26,1163.99,23457.5,57.63,32.75,-1.47,6.45,Asia
Mining,china,2013,1.04,271.06,96.99,148.46,1.06,4.81,1323.85,12879.21,67.35,89.8,3.55,6.55,Asia
Mining,china,2010,213.27,112.72,55.54,109.19,4.57,12.64,1145.72,5242.11,76.34,92.02,14.56,-3.78,Asia
Construction,india,2021,147.99,37.03,91.13,2.01,21.72,5.84,996.11,1348.28,33.86,14.79,-4.05,8.03,Asia
Construction,india,2005,94.28,204.32,17.68,49.32,35.13,12.24,1181.53,2880.12,76.04,68.95,7.5,-1.85,Asia
Construction,china,2011,219.72,36.29,10.56,30.82,1.1,19.95,51.58,19704.11,95.15,60,-4.74,-4.42,Asia
Construction,china,2017,241.73,481.16,94.85,86.17,0.3,5.11,1101.12,13934.08,66.62,17.76,12.92,3.03,Asia
Mining,india,2008,104.02,737.81,20.88,68.25,48.12,12.58,6.24,20677.75,91.75,54.5,9.5,4.79,Asia
Mining,india,2012,138.83,292.92,71.32,45.14,42.37,12.58,1087.55,12095.13,35.09,78.42,7.91,-1.35,Asia
Construction,china,2010,183.19,878.1,92.32,138.43,33.03,16.95,1458.06,153.57,95.35,49.36,5.33,-0.49,Asia
Mining,india,2000,67.28,618.8,24.68,53.02,48.2,2.21,1379.11,14661.33,41.56,78.04,12.66,-0.85,Asia
Mining,china,2002,258.34,524.95,93.48,154.48,14.41,13.05,338.32,11510.2,53.26,53.51,7.54,6.51,Asia
Mining,india,2004,101.32,245.72,14.3,43.36,22.22,19.05,762.47,23517.2,28.02,43.07,7.93,0.39,Asia
Manufacturing,china,2001,90.42,275.19,66.92,185.7,13.57,17.37,1096.69,18164.15,99.81,76.09,1.99,3.52,Asia
Energy,china,2013,145.3,588.71,3.15,187.65,40.82,7.29,63.58,8250.55,77.21,14.57,-0.51,3.85,Asia
Mining,china,2008,260.83,973.24,53.22,52.55,41.13,6.86,365.7,19873.53,53.8,54.7,-0.77,4.1,Asia
Construction,china,2005,268.68,548.34,24.05,78.41,19.92,19.73,1144.66,3783.55,90.26,8.53,-6.74,3.24,Asia
Energy,india,2011,134.71,489.96,81.06,102.29,31.92,5.45,1125.62,5971.48,44.85,27.14,6.6,-3.45,Asia
Manufacturing,india,2007,203.54,769.88,68.75,0.83,21.58,7.36,559.66,9099.97,35.89,55.71,-7.37,1.22,Asia
Manufacturing,china,2014,45.24,639.58,88.18,48.5,40.03,2.51,1325.92,581.37,51.53,44.96,4.94,-2.19,Asia
Manufacturing,india,2000,254.46,759.41,86.39,41.33,3.53,5.15,491.14,16843.43,48.62,14.78,4.31,5.95,Asia
Energy,india,2006,42.89,276.86,63.01,57.33,48.74,17.26,897.03,2106.1,21.3,15.77,7.75,-2.53,Asia
Mining,india,2007,228.14,747.96,26.28,194.06,44.97,19.63,1378.28,4096.53,26.93,97.49,3.45,8.61,Asia
Manufacturing,india,2017,49.99,340.13,33.9,124.89,48.18,8.41,329.67,24070.81,66.48,97.01,14.47,7.58,Asia
Mining,china,2002,292.86,975.39,10.69,143.98,44.05,8.05,1403.06,564.13,84.76,50.84,-2.61,9.16,Asia
Mining,india,2008,69.73,417.01,37.44,75.99,49.98,3.04,1481.62,491.87,59.76,71.54,7.46,-1.11,Asia
Construction,india,2006,86.84,718.88,47.96,28.36,36.67,3.21,314.79,12582.44,91.83,87.94,11.37,1.61,Asia
Manufacturing,india,2012,24.84,322.63,27.28,104.21,29.42,7.38,788.49,2343.06,32.41,26.13,4.15,3.79,Asia
Mining,china,2009,135.24,278.58,30.92,100.32,13.64,2.46,24.66,8045.2,28.02,10.44,10.87,6.09,Asia
Manufacturing,india,2020,157,165.17,97.19,151.3,36.83,10.57,64.5,1143.75,37.11,39.33,13.02,-2.44,Asia
Manufacturing,china,2003,88.4,676.11,7.84,129.69,13.28,2.13,1293.38,24659.1,71.47,35.34,10.39,-3.08,Asia
Construction,china,2012,116.82,788.04,78.67,171.29,22.9,14.38,1242.97,2950.2,39.74,15.91,14.92,1.96,Asia
Energy,india,2021,79.8,745.9,72.15,38.82,2.74,13.44,787,19152.18,84.97,57.65,12.69,8.17,Asia
Mining,india,2022,67.01,175.98,12.19,83.9,35.57,9.33,657.61,10198.97,32.92,77.31,-4.6,6.59,Asia
Construction,india,2020,78.02,307.47,45.75,144.05,32.3,3.65,270.54,16189.89,58.7,13.11,-8.55,1.49,Asia
Energy,china,2007,70.8,962.73,4.88,149.41,29.71,13.74,18.5,1349.95,31.95,59.72,2.01,2.51,Asia
Mining,china,2015,216.41,424.3,64.3,36.97,27.26,18.86,1326.13,9839.42,23.41,96.9,14.45,-0.57,Asia
Mining,india,2009,15.51,763.54,94.65,87.87,19.26,18.4,1063.95,4287.16,27.36,54.68,10.57,3.35,Asia
Manufacturing,india,2015,80.69,33.13,81.43,64.71,6.99,4.26,98.54,16213.49,42.31,83,-3.52,4.17,Asia
Energy,india,2001,274.09,287.42,55.73,52.62,44.25,4.23,85.95,16414.34,79.95,1.1,-0.73,-4.14,Asia
Mining,india,2010,14.71,462.77,97.34,80.98,14.2,5.41,1363.5,11188.67,78.85,54.1,3.05,1.02,Asia
Manufacturing,china,2005,47.91,477.21,11.06,86.63,38.13,11.8,1464.46,20044.85,86.26,96.47,11.57,-2.06,Asia
Manufacturing,china,2013,56.98,782.28,73.31,3.87,17.79,11.52,540.22,19761.96,88.63,61.82,-3.52,-2.47,Asia
Manufacturing,india,2000,178.18,290.35,62.37,185.43,15.83,13.21,950.27,23241.16,98.52,13.15,2.34,7.95,Asia
Energy,india,2013,205.11,150.66,0.46,142.91,44.85,9.68,534.77,24416.99,64.08,48.44,-4.88,7.55,Asia
Manufacturing,china,2008,0.89,969.24,95.1,96.95,47.1,11.26,499.08,6262.77,33.24,58.22,6.73,-4.02,Asia
Manufacturing,india,2016,263.86,83.31,33.4,70.47,34.43,14.44,103.21,24672.8,32.38,14.94,-7.51,-0.17,Asia
Manufacturing,india,2015,202.32,432.28,3.44,36.93,10.03,12.7,936.05,12767.87,77.52,20.87,-8.15,5.69,Asia
Manufacturing,india,2017,54.55,329.51,50.38,148.83,34.67,17.01,523.76,4133.42,96.02,77,-8.91,0.38,Asia
Construction,china,2004,138.2,726.47,75.63,53.56,38.8,9.72,893.37,2845.34,95.54,84.48,9.87,-1.94,Asia
Mining,india,2019,154.9,320.92,5.92,137.85,32.31,14.51,940.76,11177.58,51.18,23.23,-0.74,0.75,Asia
Construction,india,2020,142.9,887.45,65.82,90.55,18.36,3.82,880.4,15505.5,97.07,28.24,5.43,-0.84,Asia
Energy,china,2003,45.34,576.14,45.81,62.49,2.01,3.67,373.84,22215.38,32.57,14.25,-4.37,1.65,Asia
Construction,india,2017,115.49,53.6,1.01,54.81,41.18,8.55,1160.57,7400.85,95.75,70.22,7.81,-2.5,Asia
